"user_id";"event_type";"event_key";"event_text";"timestamp (ISO)"
"3";"key_released";"space";" ";"2017-06-18T18:21:26"
"3";"key_pressed";"69";"es";"2017-06-18T18:21:28"
"3";"key_released";"69";"es";"2017-06-18T18:21:28"
"3";"key_pressed";"space";" ";"2017-06-18T18:21:28"
"3";"word_typed";"space";" ";"2017-06-18T18:21:28"
"3";"key_released";"space";" ";"2017-06-18T18:21:28"
"3";"key_pressed";"82";"war";"2017-06-18T18:21:28"
"3";"key_released";"82";"war";"2017-06-18T18:21:28"
"3";"key_pressed";"space";" ";"2017-06-18T18:21:29"
"3";"word_typed";"space";" ";"2017-06-18T18:21:29"
"3";"key_released";"space";" ";"2017-06-18T18:21:29"
"3";"key_pressed";"73";"ein";"2017-06-18T18:21:29"
"3";"key_released";"73";"ein";"2017-06-18T18:21:29"
"3";"key_pressed";"space";" ";"2017-06-18T18:21:29"
"3";"word_typed";"space";" ";"2017-06-18T18:21:29"
"3";"key_released";"space";" ";"2017-06-18T18:21:29"
"3";"key_pressed";"78";"Mann";"2017-06-18T18:21:30"
"3";"key_released";"78";"Mann";"2017-06-18T18:21:30"
"3";"key_pressed";"space";" ";"2017-06-18T18:21:30"
"3";"word_typed";"space";" ";"2017-06-18T18:21:30"
"3";"key_released";"space";" ";"2017-06-18T18:21:30"
"3";"key_pressed";"73";"ich";"2017-06-18T18:21:31"
"3";"key_released";"73";"ich";"2017-06-18T18:21:31"
"3";"key_pressed";"space";" ";"2017-06-18T18:21:31"
"3";"word_typed";"space";" ";"2017-06-18T18:21:31"
"3";"key_released";"space";" ";"2017-06-18T18:21:31"
"3";"key_pressed";"69";"sehe";"2017-06-18T18:21:32"
"3";"key_released";"69";"sehe";"2017-06-18T18:21:32"
"3";"key_pressed";"space";" ";"2017-06-18T18:21:33"
"3";"word_typed";"space";" ";"2017-06-18T18:21:33"
"3";"key_released";"space";" ";"2017-06-18T18:21:33"
"3";"key_pressed";"72";"ihn";"2017-06-18T18:21:34"
"3";"key_released";"72";"ihn";"2017-06-18T18:21:34"
"3";"key_pressed";"space";" ";"2017-06-18T18:21:34"
"3";"word_typed";"space";" ";"2017-06-18T18:21:34"
"3";"key_released";"space";" ";"2017-06-18T18:21:34"
"3";"key_pressed";"78";"ni";"2017-06-18T18:21:36"
"3";"key_released";"78";"ni";"2017-06-18T18:21:36"
"3";"key_pressed";"73";"h";"2017-06-18T18:21:36"
"3";"key_released";"73";"h";"2017-06-18T18:21:36"
"3";"key_pressed";"72";"c";"2017-06-18T18:21:36"
"3";"key_released";"72";"c";"2017-06-18T18:21:36"
"3";"key_pressed";"84";"t";"2017-06-18T18:21:36"
"3";"key_released";"84";"t";"2017-06-18T18:21:36"
"3";"key_pressed";"return";"\n";"2017-06-18T18:21:37"
"3";"word_typed";"return";"\n";"2017-06-18T18:21:37"
"3";"sentence_typed";"return";"\n";"2017-06-18T18:21:37"
"3";"key_released";"return";"\n";"2017-06-18T18:21:37"
"3";"key_pressed";"79";"wo";"2017-06-18T18:21:38"
"3";"key_released";"79";"wo";"2017-06-18T18:21:38"
"3";"key_pressed";"space";" ";"2017-06-18T18:21:38"
"3";"word_typed";"space";" ";"2017-06-18T18:21:38"
"3";"key_released";"space";" ";"2017-06-18T18:21:38"
"3";"key_pressed";"82";"er";"2017-06-18T18:21:40"
"3";"key_released";"82";"er";"2017-06-18T18:21:40"
"3";"key_pressed";"78";"n";"2017-06-18T18:21:40"
"3";"key_released";"78";"n";"2017-06-18T18:21:40"
"3";"key_pressed";"78";"ns";"2017-06-18T18:21:40"
"3";"key_released";"78";"ns";"2017-06-18T18:21:40"
