"user_id";"event_type";"event_key";"event_text";"timestamp (ISO)"
"2";"key_released";"space";" ";"2017-06-18T15:56:09"
"2";"key_pressed";"73";"i";"2017-06-18T15:56:10"
"2";"key_released";"73";"i";"2017-06-18T15:56:10"
"2";"key_pressed";"67";"c";"2017-06-18T15:56:10"
"2";"key_released";"67";"c";"2017-06-18T15:56:10"
"2";"key_pressed";"72";"h";"2017-06-18T15:56:10"
"2";"key_released";"72";"h";"2017-06-18T15:56:10"
"2";"key_pressed";"72";"h";"2017-06-18T15:56:11"
"2";"key_released";"72";"h";"2017-06-18T15:56:11"
"2";"key_pressed";"65";"ab";"2017-06-18T15:56:11"
"2";"key_released";"65";"ab";"2017-06-18T15:56:11"
"2";"key_pressed";"space";" ";"2017-06-18T15:56:11"
"2";"word_typed";"space";" ";"2017-06-18T15:56:11"
"2";"key_released";"space";" ";"2017-06-18T15:56:11"
"2";"key_pressed";"68";"den";"2017-06-18T15:56:12"
"2";"key_released";"68";"den";"2017-06-18T15:56:12"
"2";"key_pressed";"space";" ";"2017-06-18T15:56:12"
"2";"word_typed";"space";" ";"2017-06-18T15:56:12"
"2";"key_released";"space";" ";"2017-06-18T15:56:12"
"2";"key_pressed";"66";"bu";"2017-06-18T15:56:12"
"2";"key_released";"66";"bu";"2017-06-18T15:56:12"
"2";"key_pressed";"83";"sg";"2017-06-18T15:56:13"
"2";"key_released";"83";"sg";"2017-06-18T15:56:13"
"2";"key_pressed";"space";" ";"2017-06-18T15:56:13"
"2";"word_typed";"space";" ";"2017-06-18T15:56:13"
"2";"key_released";"space";" ";"2017-06-18T15:56:13"
"2";"key_pressed";"86";"ve";"2017-06-18T15:56:14"
"2";"key_released";"86";"ve";"2017-06-18T15:56:14"
"2";"key_pressed";"69";"rp";"2017-06-18T15:56:15"
"2";"key_released";"69";"rp";"2017-06-18T15:56:15"
"2";"key_pressed";"65";"as";"2017-06-18T15:56:15"
"2";"key_released";"65";"as";"2017-06-18T15:56:15"
"2";"key_pressed";"83";"st";"2017-06-18T15:56:15"
"2";"key_released";"83";"st";"2017-06-18T15:56:15"
"2";"key_pressed";"space";" ";"2017-06-18T15:56:15"
"2";"word_typed";"space";" ";"2017-06-18T15:56:15"
"2";"key_released";"space";" ";"2017-06-18T15:56:15"
"2";"key_pressed";"return";"\n";"2017-06-18T15:56:16"
"2";"word_typed";"return";"\n";"2017-06-18T15:56:16"
"2";"sentence_typed";"return";"\n";"2017-06-18T15:56:16"
"2";"key_released";"return";"\n";"2017-06-18T15:56:17"
"2";"key_pressed";"73";"i";"2017-06-18T15:56:17"
"2";"key_released";"73";"i";"2017-06-18T15:56:17"
"2";"key_pressed";"67";"ch";"2017-06-18T15:56:17"
"2";"key_released";"67";"ch";"2017-06-18T15:56:17"
"2";"key_pressed";"space";" ";"2017-06-18T15:56:18"
"2";"word_typed";"space";" ";"2017-06-18T15:56:18"
"2";"key_released";"space";" ";"2017-06-18T15:56:18"
"2";"key_pressed";"77";"m";"2017-06-18T15:56:18"
"2";"key_released";"77";"m";"2017-06-18T15:56:18"
"2";"key_pressed";"65";"ag";"2017-06-18T15:56:18"
"2";"key_released";"65";"ag";"2017-06-18T15:56:18"
